product_id,product_name,category,subcategory,gender,color,size,fit,material,brand,price_inr,rating,season,description
PRD1092,Roadster Men's Pink Relaxed Fit Checked Flannel Shirt,shirts,Checked Flannel Shirt,Men,Pink,L,Relaxed Fit,Linen,Roadster,2449,4.0,Summer,"Top-rated Roadster checked flannel shirt featuring premium Pink Linen. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Summer."
PRD1093,Adidas Women's Maroon Regular Fit Casual Button-Down,shirts,Casual Button-Down,Women,Maroon,XL,Regular Fit,Polyester,Adidas,2999,4.2,Summer,"Essential Adidas Women's casual button-down tailored with a modern Regular Fit. Made of soft, breathable Polyester in rich Maroon. Ideal choice for Summer."
PRD1094,Aurelia Women's Beige Regular Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Women,Beige,M,Regular Fit,Linen,Aurelia,3099,4.1,All-Season,Stay fashion-forward with this versatile Beige oxford cotton shirt from Aurelia. Includes a refined Regular Fit profile and high quality Linen fabric.
PRD1095,Zara Unisex's Beige Relaxed Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Unisex,Beige,M,Relaxed Fit,Polyester,Zara,2799,4.9,Spring,"Elevate your look with this stylish Beige linen resort shirt by Zara. Designed in a comfortable Relaxed Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1096,Manyavar Women's Purple Slim Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Women,Purple,XXL,Slim Fit,Polyester,Manyavar,2649,3.5,Summer,"Elevate your look with this stylish Purple oxford cotton shirt by Manyavar. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1097,HRX Men's Beige Regular Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Men,Beige,XL,Regular Fit,Rayon,HRX,3449,3.6,All-Season,"Essential HRX Men's formal dress shirt tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich Beige. Ideal choice for All-Season."
PRD1098,Aurelia Women's Olive Relaxed Fit Checked Flannel Shirt,shirts,Checked Flannel Shirt,Women,Olive,S,Relaxed Fit,Polyester,Aurelia,3299,3.6,All-Season,"Essential Aurelia Women's checked flannel shirt tailored with a modern Relaxed Fit. Made of soft, breathable Polyester in rich Olive. Ideal choice for All-Season."
PRD1099,Puma Women's Blue Relaxed Fit Casual Button-Down,shirts,Casual Button-Down,Women,Blue,M,Relaxed Fit,Cotton,Puma,1999,4.9,Spring,"Crafted from premium Cotton, this Puma Blue casual button-down offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Relaxed Fit design."
PRD1100,Tommy Hilfiger Women's Navy Regular Fit Casual Button-Down,shirts,Casual Button-Down,Women,Navy,M,Regular Fit,Polyester,Tommy Hilfiger,2949,4.1,Summer,"Elevate your look with this stylish Navy casual button-down by Tommy Hilfiger. Designed in a comfortable Regular Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1101,FabIndia Men's Pink Regular Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Men,Pink,XXL,Regular Fit,Linen,FabIndia,1349,3.8,Spring,"Essential FabIndia Men's formal dress shirt tailored with a modern Regular Fit. Made of soft, breathable Linen in rich Pink. Ideal choice for Spring."
PRD1102,Jack & Jones Unisex's Black Regular Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Unisex,Black,XXL,Regular Fit,Rayon,Jack & Jones,1399,3.6,All-Season,"Essential Jack & Jones Unisex's linen resort shirt tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich Black. Ideal choice for All-Season."
PRD1103,Under Armour Unisex's Grey Relaxed Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Unisex,Grey,L,Relaxed Fit,Rayon,Under Armour,1599,5.0,Spring,Stay fashion-forward with this versatile Grey linen resort shirt from Under Armour. Includes a refined Relaxed Fit profile and high quality Rayon fabric.
PRD1104,Nike Women's Pink Regular Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Women,Pink,L,Regular Fit,Rayon,Nike,849,5.0,All-Season,Stay fashion-forward with this versatile Pink formal dress shirt from Nike. Includes a refined Regular Fit profile and high quality Rayon fabric.
PRD1105,Adidas Unisex's Purple Relaxed Fit Casual Button-Down,shirts,Casual Button-Down,Unisex,Purple,XL,Relaxed Fit,Cotton,Adidas,1949,4.7,All-Season,"Elevate your look with this stylish Purple casual button-down by Adidas. Designed in a comfortable Relaxed Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1106,W Unisex's Red Relaxed Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Unisex,Red,M,Relaxed Fit,Rayon,W,3349,3.6,All-Season,"Crafted from premium Rayon, this W Red formal dress shirt offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Relaxed Fit design."
PRD1107,US Polo Assn Men's Pink Regular Fit Checked Flannel Shirt,shirts,Checked Flannel Shirt,Men,Pink,L,Regular Fit,Linen,US Polo Assn,2099,4.6,Summer,"Elevate your look with this stylish Pink checked flannel shirt by US Polo Assn. Designed in a comfortable Regular Fit using high-grade Linen, perfect for casual or semi-formal outings."
PRD1108,Allen Solly Unisex's Navy Relaxed Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Unisex,Navy,L,Relaxed Fit,Rayon,Allen Solly,2749,5.0,Summer,"Essential Allen Solly Unisex's formal dress shirt tailored with a modern Relaxed Fit. Made of soft, breathable Rayon in rich Navy. Ideal choice for Summer."
PRD1109,Tommy Hilfiger Women's Blue Slim Fit Casual Button-Down,shirts,Casual Button-Down,Women,Blue,XL,Slim Fit,Linen,Tommy Hilfiger,3049,4.0,All-Season,Stay fashion-forward with this versatile Blue casual button-down from Tommy Hilfiger. Includes a refined Slim Fit profile and high quality Linen fabric.
PRD1110,Levi's Unisex's Blue Regular Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Unisex,Blue,L,Regular Fit,Rayon,Levi's,3149,4.1,All-Season,"Essential Levi's Unisex's linen resort shirt tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich Blue. Ideal choice for All-Season."
PRD1111,Nike Women's Black Relaxed Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Women,Black,M,Relaxed Fit,Rayon,Nike,3449,3.6,All-Season,Stay fashion-forward with this versatile Black formal dress shirt from Nike. Includes a refined Relaxed Fit profile and high quality Rayon fabric.
PRD1112,US Polo Assn Men's White Slim Fit Checked Flannel Shirt,shirts,Checked Flannel Shirt,Men,White,XL,Slim Fit,Cotton,US Polo Assn,1249,3.6,Spring,"Top-rated US Polo Assn checked flannel shirt featuring premium White Cotton. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD1113,Roadster Women's Navy Relaxed Fit Checked Flannel Shirt,shirts,Checked Flannel Shirt,Women,Navy,M,Relaxed Fit,Polyester,Roadster,2449,4.5,All-Season,Stay fashion-forward with this versatile Navy checked flannel shirt from Roadster. Includes a refined Relaxed Fit profile and high quality Polyester fabric.
PRD1114,HRX Men's Maroon Regular Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Men,Maroon,XL,Regular Fit,Linen,HRX,1749,4.8,Spring,"Crafted from premium Linen, this HRX Maroon linen resort shirt offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Regular Fit design."
PRD1115,W Unisex's Navy Slim Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Unisex,Navy,M,Slim Fit,Polyester,W,1249,4.9,Spring,Stay fashion-forward with this versatile Navy oxford cotton shirt from W. Includes a refined Slim Fit profile and high quality Polyester fabric.
PRD1116,H&M Unisex's Olive Relaxed Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Unisex,Olive,L,Relaxed Fit,Cotton,H&M,1749,5.0,Summer,"Top-rated H&M formal dress shirt featuring premium Olive Cotton. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Summer."
PRD1117,Allen Solly Unisex's Red Relaxed Fit Casual Button-Down,shirts,Casual Button-Down,Unisex,Red,L,Relaxed Fit,Linen,Allen Solly,1399,4.7,Summer,"Top-rated Allen Solly casual button-down featuring premium Red Linen. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Summer."
PRD1118,Levi's Men's White Relaxed Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Men,White,S,Relaxed Fit,Rayon,Levi's,3499,4.8,Summer,"Elevate your look with this stylish White linen resort shirt by Levi's. Designed in a comfortable Relaxed Fit using high-grade Rayon, perfect for casual or semi-formal outings."
PRD1119,Levi's Men's Pink Regular Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Men,Pink,L,Regular Fit,Cotton,Levi's,999,3.7,Summer,Stay fashion-forward with this versatile Pink linen resort shirt from Levi's. Includes a refined Regular Fit profile and high quality Cotton fabric.
PRD1120,Manyavar Unisex's Blue Regular Fit Casual Button-Down,shirts,Casual Button-Down,Unisex,Blue,XXL,Regular Fit,Polyester,Manyavar,3199,3.7,Spring,"Top-rated Manyavar casual button-down featuring premium Blue Polyester. Tailored to a comfortable Regular Fit, ideal for everyday wear during Spring."
PRD1121,Puma Men's Maroon Relaxed Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Men,Maroon,S,Relaxed Fit,Rayon,Puma,999,5.0,Spring,Stay fashion-forward with this versatile Maroon oxford cotton shirt from Puma. Includes a refined Relaxed Fit profile and high quality Rayon fabric.
PRD1122,HRX Women's Maroon Regular Fit Casual Button-Down,shirts,Casual Button-Down,Women,Maroon,L,Regular Fit,Cotton,HRX,3249,3.7,Summer,"Elevate your look with this stylish Maroon casual button-down by HRX. Designed in a comfortable Regular Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1123,Adidas Unisex's Pink Relaxed Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Unisex,Pink,XXL,Relaxed Fit,Rayon,Adidas,2949,3.9,Spring,"Top-rated Adidas oxford cotton shirt featuring premium Pink Rayon. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Spring."
PRD1124,HRX Unisex's Blue Relaxed Fit Casual Button-Down,shirts,Casual Button-Down,Unisex,Blue,XL,Relaxed Fit,Linen,HRX,1699,4.1,Spring,Stay fashion-forward with this versatile Blue casual button-down from HRX. Includes a refined Relaxed Fit profile and high quality Linen fabric.
PRD1125,Biba Unisex's Blue Regular Fit Checked Flannel Shirt,shirts,Checked Flannel Shirt,Unisex,Blue,L,Regular Fit,Polyester,Biba,2299,4.9,Spring,Stay fashion-forward with this versatile Blue checked flannel shirt from Biba. Includes a refined Regular Fit profile and high quality Polyester fabric.
PRD1126,H&M Men's Blue Regular Fit Casual Button-Down,shirts,Casual Button-Down,Men,Blue,L,Regular Fit,Cotton,H&M,1299,4.3,All-Season,"Top-rated H&M casual button-down featuring premium Blue Cotton. Tailored to a comfortable Regular Fit, ideal for everyday wear during All-Season."
PRD1127,Aurelia Women's Olive Slim Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Women,Olive,XL,Slim Fit,Polyester,Aurelia,999,5.0,Spring,"Top-rated Aurelia oxford cotton shirt featuring premium Olive Polyester. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD1128,US Polo Assn Men's Pink Relaxed Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Men,Pink,XL,Relaxed Fit,Linen,US Polo Assn,1699,4.8,Summer,"Essential US Polo Assn Men's linen resort shirt tailored with a modern Relaxed Fit. Made of soft, breathable Linen in rich Pink. Ideal choice for Summer."
PRD1129,Aurelia Men's Brown Regular Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Men,Brown,XXL,Regular Fit,Linen,Aurelia,3299,4.4,Spring,"Top-rated Aurelia linen resort shirt featuring premium Brown Linen. Tailored to a comfortable Regular Fit, ideal for everyday wear during Spring."
PRD1130,Levi's Unisex's Purple Relaxed Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Unisex,Purple,M,Relaxed Fit,Rayon,Levi's,1899,4.6,Summer,"Essential Levi's Unisex's oxford cotton shirt tailored with a modern Relaxed Fit. Made of soft, breathable Rayon in rich Purple. Ideal choice for Summer."
PRD1131,Tommy Hilfiger Men's White Slim Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Men,White,M,Slim Fit,Polyester,Tommy Hilfiger,3349,5.0,Summer,"Crafted from premium Polyester, this Tommy Hilfiger White linen resort shirt offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1132,Manyavar Women's Grey Regular Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Women,Grey,L,Regular Fit,Rayon,Manyavar,2049,4.6,Summer,"Top-rated Manyavar formal dress shirt featuring premium Grey Rayon. Tailored to a comfortable Regular Fit, ideal for everyday wear during Summer."
PRD1133,H&M Men's White Relaxed Fit Casual Button-Down,shirts,Casual Button-Down,Men,White,S,Relaxed Fit,Cotton,H&M,1899,4.2,All-Season,Stay fashion-forward with this versatile White casual button-down from H&M. Includes a refined Relaxed Fit profile and high quality Cotton fabric.
PRD1134,Mango Women's Grey Regular Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Women,Grey,S,Regular Fit,Linen,Mango,2199,4.1,All-Season,"Essential Mango Women's oxford cotton shirt tailored with a modern Regular Fit. Made of soft, breathable Linen in rich Grey. Ideal choice for All-Season."
PRD1135,Under Armour Unisex's Olive Regular Fit Checked Flannel Shirt,shirts,Checked Flannel Shirt,Unisex,Olive,XL,Regular Fit,Cotton,Under Armour,3249,3.6,Summer,"Elevate your look with this stylish Olive checked flannel shirt by Under Armour. Designed in a comfortable Regular Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1136,US Polo Assn Men's Brown Regular Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Men,Brown,S,Regular Fit,Rayon,US Polo Assn,799,4.2,Spring,Stay fashion-forward with this versatile Brown formal dress shirt from US Polo Assn. Includes a refined Regular Fit profile and high quality Rayon fabric.
PRD1137,FabIndia Women's Yellow Relaxed Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Women,Yellow,XXL,Relaxed Fit,Linen,FabIndia,3499,4.7,All-Season,"Crafted from premium Linen, this FabIndia Yellow formal dress shirt offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Relaxed Fit design."
PRD1138,Biba Women's Black Regular Fit Casual Button-Down,shirts,Casual Button-Down,Women,Black,XXL,Regular Fit,Cotton,Biba,2549,4.4,Spring,Stay fashion-forward with this versatile Black casual button-down from Biba. Includes a refined Regular Fit profile and high quality Cotton fabric.
PRD1139,US Polo Assn Women's Black Regular Fit Casual Button-Down,shirts,Casual Button-Down,Women,Black,XL,Regular Fit,Linen,US Polo Assn,2249,3.6,All-Season,"Crafted from premium Linen, this US Polo Assn Black casual button-down offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Regular Fit design."
PRD1140,Puma Unisex's Grey Relaxed Fit Checked Flannel Shirt,shirts,Checked Flannel Shirt,Unisex,Grey,L,Relaxed Fit,Cotton,Puma,2149,3.8,Spring,"Elevate your look with this stylish Grey checked flannel shirt by Puma. Designed in a comfortable Relaxed Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1141,H&M Unisex's Blue Relaxed Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Unisex,Blue,L,Relaxed Fit,Linen,H&M,3399,4.7,Spring,"Elevate your look with this stylish Blue oxford cotton shirt by H&M. Designed in a comfortable Relaxed Fit using high-grade Linen, perfect for casual or semi-formal outings."
PRD1142,Nike Women's Red Slim Fit Formal Dress Shirt,shirts,Formal Dress Shirt,Women,Red,S,Slim Fit,Linen,Nike,1499,4.9,All-Season,Stay fashion-forward with this versatile Red formal dress shirt from Nike. Includes a refined Slim Fit profile and high quality Linen fabric.
PRD1143,Jack & Jones Unisex's Beige Relaxed Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Unisex,Beige,L,Relaxed Fit,Rayon,Jack & Jones,1399,4.2,All-Season,Stay fashion-forward with this versatile Beige oxford cotton shirt from Jack & Jones. Includes a refined Relaxed Fit profile and high quality Rayon fabric.
PRD1144,Jack & Jones Women's Pink Slim Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Women,Pink,S,Slim Fit,Rayon,Jack & Jones,2049,4.2,All-Season,"Crafted from premium Rayon, this Jack & Jones Pink linen resort shirt offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Slim Fit design."
PRD1145,Zara Women's Blue Relaxed Fit Linen Resort Shirt,shirts,Linen Resort Shirt,Women,Blue,XXL,Relaxed Fit,Cotton,Zara,2849,4.1,All-Season,"Top-rated Zara linen resort shirt featuring premium Blue Cotton. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during All-Season."
PRD1146,Aurelia Women's Brown Relaxed Fit Casual Button-Down,shirts,Casual Button-Down,Women,Brown,XXL,Relaxed Fit,Linen,Aurelia,2699,4.3,Spring,"Crafted from premium Linen, this Aurelia Brown casual button-down offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Relaxed Fit design."
PRD1147,Jack & Jones Women's Maroon Slim Fit Casual Button-Down,shirts,Casual Button-Down,Women,Maroon,M,Slim Fit,Linen,Jack & Jones,2549,5.0,Summer,"Top-rated Jack & Jones casual button-down featuring premium Maroon Linen. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD1148,Manyavar Men's Navy Regular Fit Oxford Cotton Shirt,shirts,Oxford Cotton Shirt,Men,Navy,XL,Regular Fit,Rayon,Manyavar,2149,4.5,Spring,"Crafted from premium Rayon, this Manyavar Navy oxford cotton shirt offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Regular Fit design."
